drill_id,drill_name,skill_category,resource_kind,variation_type,activity_family_id,description_length,has_description,has_coaching_notes,has_success_markers,has_equipment,has_duration,has_age_fit,has_difficulty,has_practice_role,has_regression,has_progression,has_safety_notes,instruction_minimum_pass,instruction_quality_tier,editorial_action,confidence,notes
d873c9db-09cd-406c-b53b-fbd6d5033185,Wall Ball Solo Drill — Partner-Free Mechanics Builder,Throwing,activity,progression,4cae3cc9-c6db-4e13-a03a-5f8238aad2c4,451,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
3cc99259-c968-4977-bd66-c168250a27b8,Wall Ball,Throwing,activity,base,4cae3cc9-c6db-4e13-a03a-5f8238aad2c4,410,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ce798b52-883f-4cf3-a6b8-311ef084a1be,Funnel Drill — Correct Arm Path Out of the Glove,Throwing,activity,base,e95cc34c-6eb5-417c-974e-e0ecbb779980,462,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
09b8ebeb-a43d-40db-b1ae-eaa44e48f82c,EASY Baseball Catch Drill — First Catch Fundamentals,Throwing,activity,base,f4986ac3-a7c2-4753-b42d-5051845f5bd9,439,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
663dc298-e5f2-4ea8-9d6d-6812e652cf28,Fun Baseball Throwing Drill,Throwing,activity,,,418,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef,Second Baseman Flip/Throw Combo,Throwing,activity,,,444,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
5b5b59e9-4906-4ba5-ad8b-1e9608041ef5,Partner Catch,Throwing,activity,,,446,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
69d859e5-5214-4b2d-b42f-07fcc56ff519,"Throwing Progression for Youth Players — Knee, Hip, Full",Throwing,practice_unit,base,c01ac61d-ac35-4280-afc2-82d51fc95f8d,440,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
d6a3170b-ec74-4e4f-96df-64fba2aed225,Warm-Up Catch,Throwing,,,,464,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
012241e0-c2ce-4a32-b037-39f90bd35437,Extreme Catch — Progressive Distance Arm Builder,Throwing,activity,,,395,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
3f2af696-fe22-4fb6-936f-fefe7d86681a,Long Toss,Throwing,activity,base,770a5e11-bc25-4641-b73d-8155afdb48fc,409,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
0ddcfd4a-2520-4d3a-ae98-b647bf07c49b,One-Hand Tee Drill (Top Hand),Hitting,activity,progression,0ca15713-64e1-4c3c-96ba-1ea78374e63f,221,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
8f19ecd6-4892-46be-9f0c-b1aef17a86d6,Knee Drill (Rotational Load),Hitting,activity,,,234,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ac27e607-b52e-4865-8240-5a9b7795a410,The Swing Rail / Stay Inside the Ball Drill,Hitting,activity,,,263,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
7a2a344c-b2d7-4bf6-b0a2-e1dec8d835ab,Line Drive Pro / Visual Feedback Swing Drill,Hitting,activity,,,246,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
9e9405f3-80fb-4ad6-928c-e7749be5e0f6,PVC Pipe Hip Rotation Drill,Hitting,activity,,,241,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
4fa59dec-86b0-46f7-bb31-f59382b1e9f4,Bounce Toss / Angled Toss Drill,Hitting,activity,,,239,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
1c406241-97b4-425d-8f16-89ade2dbbc22,Bucket Drill — Stay in Your Legs,Hitting,activity,,,247,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
4148cfe0-4a27-4abc-a754-dcd5f2544f0e,Shoulder Swings — Stay Short to the Ball,Hitting,activity,,,247,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
7bff401e-095e-447b-83e8-bc6cc750c85d,Barry Larkin / Walk-Through Power Drill,Hitting,activity,,,263,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
f5a6bed9-86d9-4578-85f9-8449c0fc1e33,Two-Tee Drill — Contact at Different Heights,Hitting,activity,,,243,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
55afb864-a8b0-496c-9b08-3e6805c7902d,Inside-Out Swing Drill (Fence Drill),Hitting,activity,,,265,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
09efef50-4077-4e64-80cc-e7d31a8aaa23,One-Hand Tee Drill (Bottom Hand),Hitting,activity,regression,0ca15713-64e1-4c3c-96ba-1ea78374e63f,199,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ee6aa905-1e2c-4f96-8eff-4dc22fc01d4f,Mini Wiffle Ball & Skinny Bat Drill,Hitting,activity,,,254,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
26332028-2d32-4f42-817e-c8628f2bdbcd,Catch and Crush Drill — Stay Closed,Hitting,activity,,,272,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
6d491e2a-be0d-4c9a-94c4-6d66f6d6bfb8,The Track and Catch Drill — Head on the Ball,Hitting,activity,,,279,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
a50f834a-2912-4b0d-9da2-e6856760b644,Frisbee Drill — Hip Rotation & Finish,Hitting,activity,,,271,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
5381544c-f5e5-4e30-a9e8-fe049a090a07,Happy Gilmore / Walking Load Drill,Hitting,activity,,,276,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ca7017e4-6fa1-4440-8d93-e08dd55eeaa8,Two-Strike Hitting Adjustment Drill,Hitting,activity,,,256,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
6c655fff-6181-4b7b-b22b-e1401e2e1f27,Stay Back — Beat the Changeup,Hitting,,,,434,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
aeae3e6a-487e-4f74-874d-edfeb83d3446,The Move-'Em At-Bat — Advancing Runners,Hitting,activity,,,452,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
2a82682f-f56c-527b-ba67-b57bd5a62e4d,Stride Box,Hitting,activity,,,412,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
769ab66e-93c9-41bb-8519-91bd3e0ab186,Oppo Tee & Toss — Stay Inside the Ball,Hitting,activity,,,484,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
feb4908a-bcde-4744-9a56-010c49b01072,The Catch Drill — Track & Read Pitches,Hitting,activity,,,413,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
40eebd5c-d2ab-4245-92bc-5cf73e68ba87,Back Knee Down - Stay Centered,Hitting,activity,,,394,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
037c8a5a-327f-42cf-a2a1-bd550fed9e68,High Tee,Hitting,activity,base,f247a2ff-0dda-41ea-afec-cbe7e1f3ac19,373,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ba88a3cd-b2ae-430b-bd5e-d06c53f58838,High Tee Drill — Hitting Up in the Zone,Hitting,activity,progression,f247a2ff-0dda-41ea-afec-cbe7e1f3ac19,419,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
40b34435-fd5f-4263-ae2f-b53083ce4531,Overload/Underload Bat Speed Progression,Hitting,practice_unit,,,435,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
9847fa60-e5cd-53af-9831-5c6424dfe80c,Drop Ball Drill,Hitting,activity,,,368,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
e597ce36-5625-42f2-a378-30052499bb18,Low Tee,Hitting,activity,,,387,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
9300e679-69a7-4757-b74d-172103654860,Tee Work — Ball Out In Front,Hitting,activity,progression,7b34a1ef-5e57-4212-9ef2-e13763feaa00,410,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
eec48dc4-af21-406e-95a2-9db5e22b7596,Front Toss,Hitting,activity,base,16bf2b33-90d7-4fdd-8dab-178def87d01c,383,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
5abc9df7-d4ad-40d3-b95e-2eb275e82710,PVC Posture Drill,Hitting,activity,,,408,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
f1bf25fb-0167-4b61-b196-675b2ba14280,Don't Dump the Barrel,Hitting,activity,,,437,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ba7e4b8c-ad36-45bd-9b63-b7b354b9d43d,Freeze at Extension Drill,Hitting,activity,,,394,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
6a2c9dc7-f08c-47fd-9a08-f9e117f466cb,Tee Work,Hitting,activity,base,7b34a1ef-5e57-4212-9ef2-e13763feaa00,402,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
f35c8a06-d0e9-4a8b-ac8a-efffb204f026,Stride Pause to Stride Swing Drill,Hitting,activity,,,472,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
fe94a671-1d24-40fe-9771-4c7f5f708c14,Soft Toss,Hitting,activity,base,eee043a9-527a-4e94-b7b2-4ba1df12b7be,424,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
0997fc64-a8e8-44b1-995c-3aa1e0291a99,Baby Steps - Hip Load,Hitting,activity,,,446,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
31af2888-b541-479e-8a0f-78bcb528ea17,Load to Launch Drill,Hitting,activity,,,458,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
252404f0-38c3-481f-a18b-f7ce0262903f,Stance & Athletic Position Drill,Hitting,activity,base,fad239e7-08cb-41f6-a429-87e26d9ffe27,436,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
0e5e88b4-7b3c-4325-b658-179e638a8c24,One Hand Drill,Hitting,activity,base,0ca15713-64e1-4c3c-96ba-1ea78374e63f,383,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
e6299ad6-888e-5507-a5a5-57cdf5359996,Turn and Take It,Hitting,activity,,,571,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
07a59bb9-1b7c-554a-a1f1-98f4af671e21,On the Run,Fielding (Fly Balls),activity,,,357,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
7ae1f28a-6e16-4163-b481-1b89226397eb,Infield/Outfield Priority Drill,Fielding (Fly Balls),activity,,,422,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
0dba3ce4-0df5-4905-b95b-09705a5595d5,Call It Early — Outfield Communication Basics,Fielding (Fly Balls),activity,,,405,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
29276b7a-fd04-45ff-825d-1d715d384908,Fly Ball Drill with Cones,Fielding (Fly Balls),activity,,,425,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
0c9a28d6-8fcf-4000-82fa-a1216ed45916,Flyball Communication Drill,Fielding (Fly Balls),activity,,,423,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
744a47da-ef0c-42b0-b961-1175aaad42d9,Outfield Drop Step Drill,Fielding (Fly Balls),activity,base,5b21bbb3-d6f5-4301-8753-b52e252e764b,486,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
daea5efc-42ce-4a83-9f07-a867dd6fbddd,Do-or-Die Charge & Throw,Fielding (Fly Balls),activity,,,533,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
3013e235-fd0a-5e1a-82a8-94bd2384f9d4,Fly Ball Confidence Ladder,Fielding (Fly Balls),activity,,,569,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
cf43c787-c5f1-4188-9aff-e574b2b08c0a,Deaden & Direct — Bunt Placement Drill,Bunting,activity,,,434,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
a648dcab-45b3-4c81-9ed4-f29eaea4323e,Bunting with Lacrosse Stick,Bunting,activity,,,423,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
2db609fb-e152-400c-8927-038809eb062f,Competitive Team Bunting Game,Bunting,activity,,,517,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
977c1fd1-12b0-42c6-8b8b-e3a90303e385,Baseball Arm Stretches and Pre-Throwing Warm-Up,Arm Care,practice_unit,,,441,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
9d95c228-0f42-487d-bfa0-164df2646c50,9-Exercise J-Band Strength Routine,Arm Care,practice_unit,,,402,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
dfa91c84-6ce8-4d03-9c5d-4252adc5fe3d,Complete Pitching and Throwing Warm-Up Routine,Arm Care,practice_unit,,,444,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
ce379eeb-fa92-47f0-b41f-dd3831ebc5bc,Youth J-Band Routine — Pre-Throwing Activation,Arm Care,practice_unit,,,429,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,READY,NONE,high,no practice role
b67499b8-314b-415f-a789-c0b90f1f9a3f,Post-Throwing Recovery Routine,Arm Care,practice_unit,,,473,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
b194ff1d-f857-47d5-911c-0bab06c6e6bc,Baseball Dynamic Stretches for Youth Players,Athletic Development,practice_unit,,,420,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
32d3b75f-3d94-4048-b1e1-26a3d87e9449,Base Running Athletic Circuit,Athletic Development,practice_unit,,,502,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
35a5e10e-9713-4887-ad07-030b421db06f,Simple Base Running Drills for Youth Practice,Baserunning,activity,,,272,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
3f65e53c-eebc-511c-89a9-23e519dffba0,Wild Pitch Advance,Baserunning,activity,,,394,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
92366675-97a6-5d04-b3b6-5a2909ce858f,First Base Decision,Baserunning,activity,,,431,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
3e15ab9d-f443-5a82-87df-8c4cc418c2e6,Progressive Tag Up,Baserunning,activity,,,420,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
f9d5d796-ce11-4964-bc70-a3ce5f8a607f,Steal Breaks — Reading the Pitcher & First Move,Baserunning,activity,,,496,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
b9bb75c7-9ed0-47ee-9d11-2de953510027,Secondary Lead & Delayed Steal,Baserunning,activity,,,472,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
4106c25c-beeb-4d11-b1aa-eb9aa85978ae,"Pro Base-Stealing Package — Leads, Reads & Jumps",Baserunning,practice_unit,,,463,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
282be624-51e9-4a06-ab37-7646b0a3da8b,Sliding Practice Stations,Baserunning,activity,,,460,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
d358d3cd-7da8-5baf-9843-3fe2a81a6773,Swing and Sprint,Baserunning,activity,,,398,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
b610bf25-fbc7-46e3-9c8a-16e07224bf70,Bent-Leg Slide Basics — The Right Way to Slide,Baserunning,activity,base,57ebfb11-f1b0-4877-b171-4d090df0a020,440,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
9335a346-33a3-4bd1-b65c-2664f9c7fcfb,Pop-Up Slide — Slide and Advance,Baserunning,activity,progression,57ebfb11-f1b0-4877-b171-4d090df0a020,459,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
ecf4c61b-0b8b-49bd-bbe5-697d42991d79,Base Running Circuit,Baserunning,practice_unit,,,435,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
5f398d5c-6377-4119-b5b7-99b81f4b8028,MLB-Style Receiving & Framing Circuit,Catching,practice_unit,,,187,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
e7bd95b6-d491-49e2-a383-7fc381e7b0ce,Youth Receiving Foundations — Quiet Glove & Soft Hands,Catching,activity,,,194,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
478cb186-6370-494d-b94a-47136344ccd8,One-Knee Receiving — Advanced Framing Setup,Catching,,,,466,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,READY,NONE,high,
367642e8-dfd4-4988-90e5-f2c4d10b3401,Catcher Throw-Down Footwork to Second,Catching,activity,,,431,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,READY,NONE,high,
