id,drill_name,age_range,ai_coaching_notes,channel,common_flaws_fixed,competition_level,created_at,created_by_coach_id,description,difficulty_level,duration,equipment_needed,est_duration_minutes,frequency_guidance,indoor_outdoor,max_age,mechanic_focus,min_age,primary_skill,progression_level,reps_guidance,requires_partner,safety_notes,secondary_skill,skill_category,source,space_required,status,success_markers,tags,thumbnail_url,updated_at,url_verified_at,youtube_start_seconds,youtube_url,youtube_video_id,_joined_problem_count,_joined_problem_curated,_joined_problem_labels,_joined_problem_slugs
2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef,Second Baseman Flip/Throw Combo,9-12,Cue: glove-side target; separate on time; smooth arm circle; good follow-through.,Duke Baxter / Dominate The Diamond,,both,2026-02-23T03:28:42.651266+00:00,,Duke Baxter demonstrates the flip and throw combination for middle infielders.,Intermediate,,baseballs,,,Indoor/Outdoor,12,throwing | middle infield | flip,9,Throwing,3,,true,Warm up first; keep throws age-appropriate; stop if pain.,throwing,Throwing,,Medium,approved,,throwing | middle infield | flip | double play,https://img.youtube.com/vi/6QIt-cYXL4s/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=6QIt-cYXL4s,6QIt-cYXL4s,0,,,
4c68b693-a617-4827-a732-653c2a64a27d,The Flamingo Drill,6-10,"Cue: low hips, quiet head; field out front; quick exchange.",icoachbaseball,,both,2026-02-23T03:28:42.651266+00:00,,Best drill for learning infield fielding position. Players balance on one leg (flamingo) to feel proper posture.,Beginner,,glove | balls,,,Outdoor,10,infield | balance | fielding position,6,Fielding (Infield),2,,false,,infield,Fielding (Infield),,Medium,approved,,infield | balance | fielding position | beginner,https://img.youtube.com/vi/moFsNt7cOig/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/moFsNt7cOig,moFsNt7cOig,0,,,
6f1ef230-3f1a-4bcd-a969-87be5cdc65ed,Youth Infield Drill (Practice Anywhere),6-10,"Cue: low hips, quiet head; field out front; quick exchange.",icoachbaseball,,both,2026-02-23T03:28:42.651266+00:00,,Youth players learn posture and footwork. Can be done anywhere with minimal equipment.,Beginner,,glove | balls,,,Indoor/Outdoor,10,infield | posture | footwork,6,Fielding (Infield),2,,false,,infield,Fielding (Infield),,Medium,approved,,infield | posture | footwork | anywhere drill,https://img.youtube.com/vi/zp0hdAmWwZw/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/zp0hdAmWwZw,zp0hdAmWwZw,0,,,
6103f317-ff80-4422-a86a-e83d9e15d80b,How to Bunt - Youth Skills,6-10,Cue: angle barrel to target; catch ball with bat; deaden contact.,Dominate The Diamond,,both,2026-02-23T03:28:42.651266+00:00,,Youth-focused bunting fundamentals with Coach Hart. Perfect for introducing bunting to young players.,Beginner,,bat,,2x/week,Indoor/Outdoor,10,bunting | basics | beginner,6,Bunting,2,3 sets of 8 bunts (sacrifice + for a hit),false,,bunting,Bunting,,Small,approved,"Squares up on time, catches the ball with the bat, and consistently deadens it into fair territory.",bunting | basics | beginner | Coach Hart,https://img.youtube.com/vi/jw2edYj5Pk4/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=jw2edYj5Pk4,jw2edYj5Pk4,1,cant-bunt:curated:1,Can't get a bunt down,cant-bunt
b3534518-f0df-4f30-8378-0b7d084e5fb9,Infield Throwing Drill,9-12,"Cue: low hips, quiet head; field out front; quick exchange.",icoachbaseball,Slow transfer,both,2026-02-23T03:28:42.651266+00:00,,Combines fielding and throwing mechanics for infielders. Focus on clean transfer and footwork.,Intermediate,,glove | balls,,,Outdoor,12,infield | throwing | footwork,9,Fielding (Infield),3,,false,,infield,Fielding (Infield),,Medium,approved,,infield | throwing | footwork | transfer,https://img.youtube.com/vi/98cZlSjRkw8/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/98cZlSjRkw8,98cZlSjRkw8,1,slow-transfer:auto:100,Slow transfer / exchange,slow-transfer
adf1d78d-fbe5-417c-a2d0-5860e555b356,The Best Youth Infield Drill,9-12,"Cue: low hips, quiet head; field out front; quick exchange.",icoachbaseball,,both,2026-02-23T03:28:42.651266+00:00,,Team drill that gets constant reps on the most important infield fundamentals.,Intermediate,,glove | balls,,,Outdoor,12,infield | team drill | reps,9,Fielding (Infield),3,,true,,infield,Fielding (Infield),,Medium-large,approved,,infield | team drill | reps | fundamentals,https://img.youtube.com/vi/acYqNE9jRXI/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/acYqNE9jRXI,acYqNE9jRXI,0,,,
0833de14-902c-408a-a3a9-a8c4df28c4f1,Cross-Shuffle Drill,9-12,"Cue: low hips, quiet head; field out front; quick exchange.",icoachbaseball,,both,2026-02-23T03:28:42.651266+00:00,,Players learn to communicate while working on shuffle footwork and fielding mechanics.,Intermediate,,glove | balls,,,Outdoor,12,infield | shuffle | footwork,9,Fielding (Infield),3,,true,,infield,Fielding (Infield),,Medium,approved,,infield | shuffle | footwork | communication,https://img.youtube.com/vi/Rlfpp7_DBmQ/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/Rlfpp7_DBmQ,Rlfpp7_DBmQ,0,,,
c345c3a1-bda3-43f7-b6f3-16e77432ab83,Figure Eight Infield Drill,9-12,"Cue: low hips, quiet head; field out front; quick exchange.",Coach Steinman,,both,2026-02-23T03:28:42.651266+00:00,,Coach Steinman demonstrates a figure eight pattern drill for infield range and footwork.,Intermediate,,glove | balls,,,Outdoor,12,infield | footwork | figure eight,9,Fielding (Infield),3,,false,,infield,Fielding (Infield),,Medium,approved,,infield | footwork | figure eight | range,https://img.youtube.com/vi/hMdoQ94UxCE/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=hMdoQ94UxCE,hMdoQ94UxCE,0,,,
270f1772-259d-4a05-8376-6b993d20137b,Three Drill Progression,9-12,"Cue: low hips, quiet head; field out front; quick exchange.",Coach Steinman,,both,2026-02-23T03:28:42.651266+00:00,,Three separate simple drills in progression for infield skill development.,Intermediate,,glove | balls,,,Outdoor,12,infield | progression | glove work,9,Fielding (Infield),3,,false,,infield,Fielding (Infield),,Medium,approved,,infield | progression | glove work | fundamentals,https://img.youtube.com/vi/Ey7Yr_zDgSI/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=Ey7Yr_zDgSI,Ey7Yr_zDgSI,0,,,
fbbe6484-8b9d-486b-839e-23114e600c77,Groundball Transfer Catch,6-12,"Cue: low hips, quiet head; field out front; quick exchange.",Various,Slow transfer,both,2026-02-23T03:28:42.651266+00:00,,Partner drill focusing on clean groundball fielding and quick transfer to throwing hand.,Intermediate,,glove | balls,,,Outdoor,12,infield | transfer | catching,6,Fielding (Infield),3,,true,,infield,Fielding (Infield),,Medium,approved,,infield | transfer | catching | partner drill,,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/playlist?list=PLef59HAX75_F3tYMHqkSuUtJ2tjPV9gMH,,1,slow-transfer:auto:100,Slow transfer / exchange,slow-transfer
6517d249-a27d-41af-a86e-72bb8187c28b,The Cone Drill,6-12,"Cue: low hips, quiet head; field out front; quick exchange.",Duke Baxter,,both,2026-02-23T03:28:42.651266+00:00,,Duke Baxter's cone drill for teaching proper approach angles on ground balls.,Intermediate,,cones | glove | balls,,,Outdoor,12,infield | cones | angles,6,Fielding (Infield),3,,false,,infield,Fielding (Infield),,Medium,approved,,infield | cones | angles | approach,https://img.youtube.com/vi/Uj5lw17XvuI/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=Uj5lw17XvuI,Uj5lw17XvuI,0,,,
79c17c8e-3331-4930-a729-a0d18196cf73,3 Great Drills for Teaching Fly Balls,6-10,Cue: first step back; get under ball; use two hands; call it early.,Dominate The Diamond,,both,2026-02-23T03:28:42.651266+00:00,,Three progressive drills to help youth players learn to catch fly balls in the infield or outfield.,Beginner,,glove | balls,,,Outdoor,10,fly balls | outfield | progression,6,Fielding (Fly Balls),2,,false,Clear communication; watch for collisions.,fly balls,Fielding (Fly Balls),,Outfield/large,approved,,fly balls | outfield | progression | beginner,https://img.youtube.com/vi/Lnfgd_ld_CM/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=Lnfgd_ld_CM,Lnfgd_ld_CM,0,,,
6594d761-ce0b-4f2b-b72f-1f19fdb6574c,How to Catch a Fly Ball With Confidence,6-12,Cue: first step back; get under ball; use two hands; call it early.,Various,,both,2026-02-23T03:28:42.651266+00:00,,Simple progressions to learning and becoming more comfortable with catching fly balls.,Intermediate,,glove | balls,,,Outdoor,12,fly balls | confidence | technique,6,Fielding (Fly Balls),3,,false,Clear communication; watch for collisions.,fly balls,Fielding (Fly Balls),,Outfield/large,approved,,fly balls | confidence | technique | outfield,https://img.youtube.com/vi/e_8zNKXz_FQ/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=e_8zNKXz_FQ,e_8zNKXz_FQ,0,,,
8f9473e4-ff47-41cd-96b1-756aa76a3379,2 Outfield Drills for Fly Balls,9-12,Cue: first step back; get under ball; use two hands; call it early.,MegRem Softball (applicable to baseball),,both,2026-02-23T03:28:42.651266+00:00,,Two specific drills to work on catching fly balls for youth outfield players.,Intermediate,,glove | balls,,,Outdoor,12,fly balls | outfield | drops,9,Fielding (Fly Balls),3,,false,Clear communication; watch for collisions.,fly balls,Fielding (Fly Balls),,Outfield/large,approved,,fly balls | outfield | drops | confidence,https://img.youtube.com/vi/sDhB2fAoQsA/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=sDhB2fAoQsA,sDhB2fAoQsA,0,,,
fe94a671-1d24-40fe-9771-4c7f5f708c14,Soft Toss,6-12,Watch the ball from the tosser's hand. Stay balanced and drive through.,Ripken Baseball,poor timing | inconsistent contact,both,2026-02-23T03:42:23.282295+00:00,,Partner tosses balls from the side for hitting practice.,Beginner,,Baseballs | bat | net,,,Both,12,timing | tracking | contact,6,hitting,,,true,,,Hitting,,Medium,approved,,,https://img.youtube.com/vi/O7FHkj4EUpY/hqdefault.jpg,2026-02-23T03:42:23.282295+00:00,,,https://www.youtube.com/watch?v=O7FHkj4EUpY,O7FHkj4EUpY,2,inconsistent-contact:auto:100 | late-timing:auto:100,Inconsistent / weak contact | Late / poor timing,inconsistent-contact | late-timing
29276b7a-fd04-45ff-825d-1d715d384908,Fly Ball Drill with Cones,9-12,Cue: first step back; get under ball; use two hands; call it early.,Dominate The Diamond,,both,2026-02-23T03:28:42.651266+00:00,,Uses cones to teach proper positioning and angles for catching fly balls.,Intermediate,,cones | glove | balls,,,Outdoor,12,fly balls | cones | angles,9,Fielding (Fly Balls),3,,false,Clear communication; watch for collisions.,fly balls,Fielding (Fly Balls),,Outfield/large,approved,,fly balls | cones | angles | positioning,https://img.youtube.com/vi/yiG7Lm-Vv28/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=yiG7Lm-Vv28,yiG7Lm-Vv28,0,,,
babe5481-655c-4c2e-9985-2465937c1067,Blocking the Right Way — Technique to Reaction Reps,9-14,"Start with placed balls (no throw) to groove the shape, then rolled balls, then short-hop throws. Cue 'round your shoulders, chin down, deaden it in front.' Left/right blocks push off the opposite foot.",YouGoProBaseball,balls in the dirt get past | picks instead of blocks | poor blocking,both,2026-08-04T15:36:04.815116+00:00,,"Correct blocking technique — knees replace the feet, chin tucks, chest angles the ball back toward the plate — built from stationary blocks into reaction reps to either side.",Intermediate,,catcher's gear | soft training balls | baseballs,,2x/week,Indoor/Outdoor,14,knee drop | chin tuck | chest angle | lateral blocks,9,Blocking,3,"3 sets of 8 blocks (middle, glove-side, arm-side)",true,Full catcher's gear required for every blocking rep. Use soft training balls when learning; progress to baseballs only once form is consistent.,Receiving,Catching,ai_expansion_008,Small,approved,Ball dies within a 6-foot circle in front of the plate | Chin stays tucked — no flinch | Body beats the ball to the spot on lateral blocks,catcher | blocking | balls in the dirt,https://img.youtube.com/vi/eQCF2jZiU5M/hqdefault.jpg,2026-08-04T15:36:04.815116+00:00,2026-08-06T18:39:22.410256+00:00,,https://www.youtube.com/watch?v=eQCF2jZiU5M,eQCF2jZiU5M,1,catcher-blocking:curated:2,Won't block balls in the dirt,catcher-blocking
41594e0a-9e09-44f9-96f5-5b4ef955afab,Catching For Beginners (Jingle),6-8,"Cue: thumbs together above waist, pinkies together below; 'give' with hands.",Coach Ballgame,,both,2026-02-23T03:28:42.651266+00:00,,Coach Ballgame's memorable jingle to help young players remember proper catching technique.,Beginner,,,,,Indoor/Outdoor,8,catching | beginner | jingle,6,Catching,2,,true,,catching,Catching,,Small,approved,,catching | beginner | jingle | fun,https://img.youtube.com/vi/XySDLIYnuyw/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/shorts/XySDLIYnuyw,XySDLIYnuyw,0,,,
1be09ab8-a1a3-45ca-945b-b7b26585c379,Top 5 Catching Drills for 8U,6-8,"Cue: thumbs together above waist, pinkies together below; 'give' with hands.",Coach Bougie,,both,2026-02-23T03:28:42.651266+00:00,,Coach Bougie's top 5 catching drills specifically designed for 8U catchers.,Beginner,,,,,Indoor/Outdoor,8,catching | 8U | top 5,6,Catching,2,,true,,catching,Catching,,Small,approved,,catching | 8U | top 5 | comprehensive,https://img.youtube.com/vi/3QfepqKCWFo/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=3QfepqKCWFo,3QfepqKCWFo,0,,,
e709ba50-5004-4e9c-a2b6-3abffa809e78,Youth Baseball Catching Drills,9-12,"Cue: thumbs together above waist, pinkies together below; 'give' with hands.",Antonelli Baseball,,both,2026-02-23T03:28:42.651266+00:00,,Comprehensive catching instruction covering receiving blocking and throwing fundamentals.,Intermediate,,,,,Indoor/Outdoor,12,catching | fundamentals | receiving,9,Catching,3,,true,,catching,Catching,,Small,approved,,catching | fundamentals | receiving | blocking,https://img.youtube.com/vi/AeJ3RvgTgvM/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=AeJ3RvgTgvM,AeJ3RvgTgvM,0,,,
23a37283-c85e-4564-a48a-eaad8a691f78,How to Add Base Running Into Practice,6-12,Cue: explosive first 3 steps; efficient turns; eyes on coach.,Coach Lou Colon,,both,2026-02-23T03:28:42.651266+00:00,,Coach Lou Colon shows how to incorporate baserunning into regular practice routines.,Intermediate,,bases/markers | stopwatch (optional),,,Outdoor,12,baserunning | practice | youth,6,Baserunning,3,,false,,baserunning,Baserunning,,Full field,approved,,baserunning | practice | youth | fundamentals,https://img.youtube.com/vi/Hk9-ofX19Ig/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=Hk9-ofX19Ig,Hk9-ofX19Ig,0,,,
ecf4c61b-0b8b-49bd-bbe5-697d42991d79,Base Running Circuit,9-12,Cue: explosive first 3 steps; efficient turns; eyes on coach.,Coach's Clinic,,both,2026-02-23T03:28:42.651266+00:00,,Team circuit drill for baserunning skills and conditioning.,Intermediate,,bases/markers | stopwatch (optional),,,Outdoor,12,baserunning | circuit | conditioning,9,Baserunning,3,,true,,baserunning,Baserunning,,Full field,approved,,baserunning | circuit | conditioning | team drill,https://img.youtube.com/vi/5hYYRufn40s/hqdefault.jpg,2026-02-23T03:28:42.651266+00:00,,,https://www.youtube.com/watch?v=5hYYRufn40s,5hYYRufn40s,0,,,
