drill_id,current_name,skill_category,disposition,canonical_target_name,canonical_target_id,proposed_family_slug,proposed_variation_type,proposed_resource_kind,schedulable_after,preserve_current_video,source_video_id,source_video_url,confidence,rationale,requires_manual_review
a648dcab-45b3-4c81-9ed4-f29eaea4323e,Bunting with Lacrosse Stick,Bunting,KEEP_CANONICAL,,,,,activity,yes,yes,YLocEKnieBA,https://www.youtube.com/watch?v=YLocEKnieBA,high,"Named equipment, named target, one activity.",no
2db609fb-e152-400c-8927-038809eb062f,Competitive Team Bunting Game,Bunting,KEEP_CANONICAL,,,,,activity,yes,yes,SR8atnQMvg4,https://www.youtube.com/watch?v=SR8atnQMvg4,high,Scored team game with a stated scoring rule.,no
cf43c787-c5f1-4188-9aff-e574b2b08c0a,Deaden & Direct — Bunt Placement Drill,Bunting,KEEP_CANONICAL,,,,,activity,yes,yes,pIx9tM4NKrU,https://www.youtube.com/watch?v=pIx9tM4NKrU,high,High-rep placement drill with a stated target.,no
6103f317-ff80-4422-a86a-e83d9e15d80b,How to Bunt - Youth Skills,Bunting,TEACHING_CONTENT,,,,,teaching_content,no,yes,jw2edYj5Pk4,https://www.youtube.com/watch?v=jw2edYj5Pk4,medium,Fundamentals instruction; no setup or rep pattern stated.,yes
a50b19b7-e1ef-48fb-81b0-7cff9a96a0a0,How to Bunt Like a PRO,Bunting,TEACHING_CONTENT,,,,,teaching_content,no,yes,jQ155czytTU,https://www.youtube.com/watch?v=jQ155czytTU,medium,"Covers sacrifice and drag technique; instruction, not arrangement.",yes
fe58cb41-277b-4757-bd46-dc78206d4d45,3 Simple Framing Drills for Catchers,Catching,SOURCE_COLLECTION,,,,,source_collection,no,yes,Kwo1k2i-tSE,https://www.youtube.com/watch?v=Kwo1k2i-tSE,high,Three progressive framing drills — three activities in one row.,no
babe5481-655c-4c2e-9985-2465937c1067,Blocking the Right Way — Technique to Reaction Reps,Catching,KEEP_CANONICAL,,,,,activity,yes,yes,eQCF2jZiU5M,https://www.youtube.com/watch?v=eQCF2jZiU5M,high,Technique stated with a rep progression to reaction reps.,no
01316f5d-8ea2-451f-a243-5e5edbd47d74,Catcher Footwork Skills and Drills,Catching,SOURCE_COLLECTION,,,,,source_collection,no,yes,y4Ep5hji9TI,https://www.youtube.com/watch?v=y4Ep5hji9TI,high,"Covers stance, footwork and throw-downs — several activities.",no
367642e8-dfd4-4988-90e5-f2c4d10b3401,Catcher Throw-Down Footwork to Second,Catching,KEEP_CANONICAL,,,,,activity,yes,yes,RmlsQPV4OGs,https://www.youtube.com/watch?v=RmlsQPV4OGs,high,One footwork pattern to one base at game speed.,no
41594e0a-9e09-44f9-96f5-5b4ef955afab,Catching For Beginners (Jingle),Catching,TEACHING_CONTENT,,,,,teaching_content,no,yes,XySDLIYnuyw,https://www.youtube.com/shorts/XySDLIYnuyw,high,A mnemonic jingle. Nothing to schedule.,no
808e703f-d60e-4a0b-8cbd-845bcb4cc1bb,Game-Speed Reaction Blocking,Catching,KEEP_CANONICAL,,,,,activity,yes,yes,n8OCrOmbTBU,https://www.youtube.com/watch?v=n8OCrOmbTBU,high,Unpredictable balls in the dirt; a concrete read-and-react setup.,no
5c529012-7999-489d-90cb-4ccbeab94846,How to Get a T-Baller to Catch a Ball,Catching,TEACHING_CONTENT,,,,,teaching_content,no,yes,5Tq5EwiESHA,https://www.youtube.com/shorts/5Tq5EwiESHA,high,How to teach catching; addressed to the coach.,no
5f398d5c-6377-4119-b5b7-99b81f4b8028,MLB-Style Receiving & Framing Circuit,Catching,PRACTICE_UNIT,,,,,practice_unit,yes,yes,Z1erh6UVR_w,https://www.youtube.com/watch?v=Z1erh6UVR_w,medium,Five receiving drills presented as one circuit. Unit or collection is genuinely unclear.,yes
478cb186-6370-494d-b94a-47136344ccd8,One-Knee Receiving — Advanced Framing Setup,Catching,PRACTICE_UNIT,,,,,practice_unit,yes,yes,yJxiRn88Ms0,https://www.youtube.com/watch?v=yJxiRn88Ms0,high,"Resolved in Phase 2C. Five receiving drills run at one station from one stance — the same shape as MLB-Style Receiving & Framing Circuit, which is already a practice_unit. Classified for consistency with its settled sibling rather than on prose alone. Still schedulable.",no
a1914ed5-c1e1-4123-ad4c-66685131199b,Top 5 Blocking Drills for Catchers,Catching,SOURCE_COLLECTION,,,,,source_collection,no,yes,Tjzv5anKEe0,https://www.youtube.com/watch?v=Tjzv5anKEe0,high,Names five distinct drills. Each is separately extractable — Phase 2 candidate.,no
1be09ab8-a1a3-45ca-945b-b7b26585c379,Top 5 Catching Drills for 8U,Catching,SOURCE_COLLECTION,,,,,source_collection,no,yes,3QfepqKCWFo,https://www.youtube.com/watch?v=3QfepqKCWFo,high,Top-5 compilation.,no
e709ba50-5004-4e9c-a2b6-3abffa809e78,Youth Baseball Catching Drills,Catching,SOURCE_COLLECTION,,,,,source_collection,no,yes,AeJ3RvgTgvM,https://www.youtube.com/watch?v=AeJ3RvgTgvM,high,"Covers receiving, blocking and throwing — three subjects.",no
e7bd95b6-d491-49e2-a383-7fc381e7b0ce,Youth Receiving Foundations — Quiet Glove & Soft Hands,Catching,KEEP_CANONICAL,,,,,activity,yes,yes,JDRg2nvAwqU,https://www.youtube.com/watch?v=JDRg2nvAwqU,high,One receiving progression with stated glove presentation.,no
8f9473e4-ff47-41cd-96b1-756aa76a3379,2 Outfield Drills for Fly Balls,Fielding (Fly Balls),SOURCE_COLLECTION,,,,,source_collection,no,yes,sDhB2fAoQsA,https://www.youtube.com/watch?v=sDhB2fAoQsA,high,"Two drills in one row, by its own description.",no
79c17c8e-3331-4930-a729-a0d18196cf73,3 Great Drills for Teaching Fly Balls,Fielding (Fly Balls),SOURCE_COLLECTION,,,,,source_collection,no,yes,Lnfgd_ld_CM,https://www.youtube.com/watch?v=Lnfgd_ld_CM,medium,Three progressive drills. DEMOTING THIS LEAVES THE outfield-fly-ball-reads FAMILY WITHOUT A BASE — see report.,yes
19e2c8a9-d4a2-48bc-a511-0471f030d2e2,3 Great Outfield Drills for Youth Players,Fielding (Fly Balls),SOURCE_COLLECTION,,,,,source_collection,no,yes,ZMuVnmUY2CI,https://www.youtube.com/watch?v=ZMuVnmUY2CI,high,"Three drills covering drop step, footwork and more.",no
0dba3ce4-0df5-4905-b95b-09705a5595d5,Call It Early — Outfield Communication Basics,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,x5oEDLlVpqo,https://www.youtube.com/watch?v=x5oEDLlVpqo,high,One communication activity with a stated drill format.,no
daea5efc-42ce-4a83-9f07-a867dd6fbddd,Do-or-Die Charge & Throw,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,iUdI35veg5E,https://www.youtube.com/watch?v=iUdI35veg5E,high,"One play, one footwork rule, one release.",no
97efe128-5367-4ad5-959e-9c32f3b565e3,Essential Outfield Drills — Fly Balls and Ground Balls,Fielding (Fly Balls),SOURCE_COLLECTION,,,,,source_collection,no,yes,WUIM8NqNETg,https://www.youtube.com/watch?v=WUIM8NqNETg,high,Must-do drills across fly balls and ground balls.,no
3013e235-fd0a-5e1a-82a8-94bd2384f9d4,Fly Ball Confidence Ladder,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,,,high,"Written for fear-fly-balls, whose only mapped row was a three-drill compilation. Progressive exposure with the distance as the dial.",no
29276b7a-fd04-45ff-825d-1d715d384908,Fly Ball Drill with Cones,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,yiG7Lm-Vv28,https://www.youtube.com/watch?v=yiG7Lm-Vv28,high,Named equipment arrangement.,no
0c9a28d6-8fcf-4000-82fa-a1216ed45916,Flyball Communication Drill,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,7CbADt5veC0,https://www.youtube.com/watch?v=7CbADt5veC0,high,One team communication drill. Same concept as 0dba3ce4 on a different video — family deferred.,no
6594d761-ce0b-4f2b-b72f-1f19fdb6574c,How to Catch a Fly Ball With Confidence,Fielding (Fly Balls),TEACHING_CONTENT,,,,,teaching_content,no,yes,e_8zNKXz_FQ,https://www.youtube.com/watch?v=e_8zNKXz_FQ,medium,Progressions toward comfort; no arrangement stated.,yes
7ae1f28a-6e16-4163-b481-1b89226397eb,Infield/Outfield Priority Drill,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,5q3b9m2ERho,https://www.youtube.com/watch?v=5q3b9m2ERho,high,One priority rule drilled across the two groups.,no
07a59bb9-1b7c-554a-a1f1-98f4af671e21,On the Run,Fielding (Fly Balls),KEEP_CANONICAL,,,,,activity,yes,yes,,,high,Catching a fly ball while already moving. Every existing outfield row starts the player stationary.,no
744a47da-ef0c-42b0-b961-1175aaad42d9,Outfield Drop Step Drill,Fielding (Fly Balls),KEEP_CANONICAL,,,outfield-fly-ball-reads,base,activity,yes,yes,qvwkdxepqTk,https://www.youtube.com/watch?v=qvwkdxepqTk,high,Promoted to family base: the current base 79c17c8e is a collection.,yes
f0c8b459-6bb1-499b-8fae-3969e7917846,3 Simple Fielding Drills for Youth Players,Fielding (Infield),SOURCE_COLLECTION,,,,,source_collection,no,yes,EZtJ9JNPE2k,https://www.youtube.com/watch?v=EZtJ9JNPE2k,high,Three beginner drills in one row. DEMOTING THIS LEAVES ground-ball-fundamentals WITHOUT A BASE — 4c68b693 is promoted below.,yes
64c760e9-fb4d-449a-ba23-81dd057e0b11,4 High-Energy Infield Drills,Fielding (Infield),SOURCE_COLLECTION,,,,,source_collection,no,yes,U9Gr4OnGJQA,https://www.youtube.com/watch?v=U9Gr4OnGJQA,high,"Four drills in one row, by its own description.",no
5afa81e5-ec55-4066-b62f-1b535884060b,"Advanced First Base — Off-Line Throws, Picks & Short Hops",Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,QR2QWQTHp-s,https://www.youtube.com/watch?v=QR2QWQTHp-s,high,Specific first-base work around the bag.,no
0833de14-902c-408a-a3a9-a8c4df28c4f1,Cross-Shuffle Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,Rlfpp7_DBmQ,https://www.youtube.com/shorts/Rlfpp7_DBmQ,high,"Specific, named footwork pattern. Brief: keep.",no
2f5901d2-ed57-4f6b-9dcc-6d1dc6110ef9,Daily Backhand Series,Fielding (Infield),PRACTICE_UNIT,,,,,practice_unit,yes,yes,IEk4QipiFTY,https://www.youtube.com/watch?v=IEk4QipiFTY,medium,Five backhand drills run daily as one series.,yes
971dccd3-bc0f-4043-9e2d-3417fc6f7361,Double-Play Feeds & Turns,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,F0MwVYtimb8,https://www.youtube.com/watch?v=F0MwVYtimb8,high,One exchange at one base for two positions.,no
c345c3a1-bda3-43f7-b6f3-16e77432ab83,Figure Eight Infield Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,hMdoQ94UxCE,https://www.youtube.com/watch?v=hMdoQ94UxCE,high,Distinct pattern. Brief: do NOT merge with Cone Drill or Four Cones.,no
6c2e8d58-e7f0-4727-b561-cb61bca27e25,First Base Footwork & Throw Adjustments,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,R1sbhgRzneQ,https://www.youtube.com/watch?v=R1sbhgRzneQ,high,"Concrete: adjusting feet to the throw. Same concept as d685834e, different video — family deferred.",no
d685834e-1b6a-45ad-b06a-d7cf63447eef,First Base Fundamentals — Finding the Bag & the Stretch,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,95B1kSchurQ,https://www.youtube.com/watch?v=95B1kSchurQ,high,Core first-base play with stated mechanics.,no
781605ce-10f5-400c-b7e2-6243915b5da2,Four Cones Ground Ball Drill,Fielding (Infield),KEEP_CANONICAL,,,ground-ball-fundamentals,space_variant,activity,yes,yes,fSTmvPm_77I,https://www.youtube.com/watch?v=fSTmvPm_77I,high,Keeps its existing family role. Brief: distinct from Cone Drill and Figure Eight.,no
267777ed-01d2-4985-a4aa-5a1c41299f11,Fun Fielding Drill for Young Players,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,kOz3WRPiXr8,https://www.youtube.com/watch?v=kOz3WRPiXr8,medium,One engaging fielding drill from a named coach.,no
fbbe6484-8b9d-486b-839e-23114e600c77,Groundball Transfer Catch,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,,https://www.youtube.com/playlist?list=PLef59HAX75_F3tYMHqkSuUtJ2tjPV9gMH,high,"One partner drill. Its only link is a PLAYLIST, not a video — no start point and no single demonstration. Worth a real video.",yes
b3534518-f0df-4f30-8378-0b7d084e5fb9,Infield Throwing Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,98cZlSjRkw8,https://www.youtube.com/shorts/98cZlSjRkw8,high,One combined field-and-throw activity.,no
9fea10f7-efb9-4006-bce8-7a6109bb7fbe,Protect the Castle,Fielding (Infield),KEEP_CANONICAL,,,protect-the-castle,base,activity,yes,yes,,,high,"Already the family base. One of only TWO rows with no media at all, and it works — the written setup carries it.",no
6b13a4df-dc75-417f-89db-578fe99bdf44,Protect the Castle + Throw,Fielding (Infield),KEEP_CANONICAL,,,protect-the-castle,progression,activity,yes,yes,,,high,Already the family progression.,no
2f3326af-9848-534e-9cc2-3d0f628c1162,Recovery Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,,,high,Recovery after a misplay. The library drilled clean ground balls almost exclusively.,no
adf1d78d-fbe5-417c-a2d0-5860e555b356,The Best Youth Infield Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,acYqNE9jRXI,https://www.youtube.com/shorts/acYqNE9jRXI,medium,"Resolved in Phase 2C. Singular by name and description, and its video backs no other row, so there is no compilation ambiguity to resolve. One team ground-ball circuit. Medium because it is a volume drill and the setup was specified in 2C rather than found.",no
6517d249-a27d-41af-a86e-72bb8187c28b,The Cone Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,Uj5lw17XvuI,https://www.youtube.com/watch?v=Uj5lw17XvuI,high,Named approach-angle drill. Brief: do NOT merge with Four Cones or Figure Eight.,no
4c68b693-a617-4827-a732-653c2a64a27d,The Flamingo Drill,Fielding (Infield),KEEP_CANONICAL,,,ground-ball-fundamentals,base,activity,yes,yes,moFsNt7cOig,https://www.youtube.com/shorts/moFsNt7cOig,high,Promoted from regression to family base: the current base f0c8b459 is a collection.,yes
192913af-c080-4361-b20e-f88f29db530f,The Hands Routine — Infield Fielding Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,SHA1orN7eHE,https://www.youtube.com/watch?v=SHA1orN7eHE,high,"Named signature routine, one activity. Brief: keep specific.",no
270f1772-259d-4a05-8376-6b993d20137b,Three Drill Progression,Fielding (Infield),SOURCE_COLLECTION,,,,,source_collection,no,yes,Ey7Yr_zDgSI,https://www.youtube.com/watch?v=Ey7Yr_zDgSI,medium,Its own description says three separate drills.,yes
2d15c6de-d4a9-414a-9755-533140dd68b0,Three-Ball Slow Roller Drill,Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,Elzjz_qhLM4,https://www.youtube.com/watch?v=Elzjz_qhLM4,high,One timed three-ball pattern.,no
6f1ef230-3f1a-4bcd-a969-87be5cdc65ed,Youth Infield Drill (Practice Anywhere),Fielding (Infield),KEEP_CANONICAL,,,,,activity,yes,yes,zp0hdAmWwZw,https://www.youtube.com/shorts/zp0hdAmWwZw,high,One posture-and-footwork activity with a stated space constraint.,no
0d6f53b2-ca7d-45ae-b0d2-eac1d8c13f9a,10 Best Baseball Hitting Drills for Kids,Hitting,SOURCE_COLLECTION,,,,,source_collection,no,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,high,Ten drills in one row. The example in the brief: a coach must never be asked to schedule this.,no
ebd5359b-cccd-4249-b2d9-6e66987535eb,10 Best Baseball Hitting Drills for Kids,Hitting,SOURCE_COLLECTION,,,,,source_collection,no,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,high,"Exact duplicate of 0d6f53b2 — same title, same video. Both demoted; de-duplication is Phase 2.",yes
0339e559-16cd-4912-94f6-a895ab8dc119,5 Essential Hitting Drills for Youth Baseball,Hitting,SOURCE_COLLECTION,,,,,source_collection,no,yes,3NqJh3hfYZc,https://www.youtube.com/watch?v=3NqJh3hfYZc,high,Five drills in one row.,no
abd7b4c8-d0a6-4ae5-ba4d-81b816da87c0,7 Best Youth Baseball Hitting Drills,Hitting,SOURCE_COLLECTION,,,,,source_collection,no,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,high,Seven-drill progression in one row.,no
0997fc64-a8e8-44b1-995c-3aa1e0291a99,Baby Steps - Hip Load,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,Sx-nSeUhACM,https://www.youtube.com/watch?v=Sx-nSeUhACM,high,One progressive load drill.,no
40eebd5c-d2ab-4245-92bc-5cf73e68ba87,Back Knee Down - Stay Centered,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,m74alEFc8FE,https://www.youtube.com/watch?v=m74alEFc8FE,high,One cue with one body position.,no
7bff401e-095e-447b-83e8-bc6cc750c85d,Barry Larkin / Walk-Through Power Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,medium,"Walk-through momentum drill. Same video and related concept to 5381544c; the brief warns against blind merge, so both stay canonical.",yes
4fa59dec-86b0-46f7-bb31-f59382b1e9f4,Bounce Toss / Angled Toss Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,high,Named feed pattern producing an unpredictable ball path.,no
1c406241-97b4-425d-8f16-89ade2dbbc22,Bucket Drill — Stay in Your Legs,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,hdyY3AoSkyk,https://www.youtube.com/watch?v=hdyY3AoSkyk,high,"Named equipment, stated body position.",no
26332028-2d32-4f42-817e-c8628f2bdbcd,Catch and Crush Drill — Stay Closed,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,high,One concrete constraint on the top hand.,no
f1bf25fb-0167-4b61-b196-675b2ba14280,Don't Dump the Barrel,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,CfnTD3DyEM0,https://www.youtube.com/watch?v=CfnTD3DyEM0,medium,Targets a named flaw with a drill framing.,no
9847fa60-e5cd-53af-9831-5c6424dfe80c,Drop Ball Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,,,high,"The shortest gap between now and swing. Distinct from bounce toss, which still gives the hitter an arc to read.",no
ba7e4b8c-ad36-45bd-9b63-b7b354b9d43d,Freeze at Extension Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,NEfaNRgWJdU,https://www.youtube.com/watch?v=NEfaNRgWJdU,high,"One freeze point, one position to feel.",no
a50f834a-2912-4b0d-9da2-e6856760b644,Frisbee Drill — Hip Rotation & Finish,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,high,Named equipment with its own feedback loop.,no
eec48dc4-af21-406e-95a2-9db5e22b7596,Front Toss,Hitting,KEEP_CANONICAL,,,hitting-front-toss,base,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,CANONICAL Front Toss. Cleanest name; 54cf8f72 merges in and carries the fuller setup.,no
54cf8f72-be57-478b-8a6d-bb084cadbddf,Front Toss Drill,Hitting,MERGE_INTO,Front Toss,eec48dc4-af21-406e-95a2-9db5e22b7596,hitting-front-toss,base,activity,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,high,"Front Toss Drill is Front Toss. Same video, same activity. Brief names this pair.",no
f94e3f9c-0bd7-41a4-9479-c1ffcbaf5212,Fundamentals of Hitting — Coach's Clinic,Hitting,SOURCE_COLLECTION,,,,,source_collection,no,yes,5hYYRufn40s,https://www.youtube.com/watch?v=5hYYRufn40s,high,"A full coach's clinic covering all hitting topics. Shares a video with two baserunning circuits — the video is a long compilation, which is why a shared id proves nothing.",no
5381544c-f5e5-4e30-a9e8-fe049a090a07,Happy Gilmore / Walking Load Drill,Hitting,KEEP_CANONICAL,,,,,activity,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,medium,"Step-behind walking load. Related to 7bff401e, not proven identical.",yes
037c8a5a-327f-42cf-a2a1-bd550fed9e68,High Tee,Hitting,KEEP_CANONICAL,,,hitting-high-tee,base,activity,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,high,CANONICAL High Tee.,no
