priority,video_id,drills_on_video,drill_id,drill_name,skill_category,video_url,start,source,notes
P2,4NOo7JSK6eA,19,b1c3653c-82a0-446e-a9cb-0dd5ebf09864,"Glove-Side Pull Drill — Front Side Control","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,e4309ffb-fa02-4c6d-ac87-a6580e8c5bff,"High Five Drill — Elbow Up Arm Path Correction","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,e5d28c39-30b0-48fd-9534-8a43cd8154db,"Hip Lead Drill","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,3f2af696-fe22-4fb6-936f-fefe7d86681a,"Long Toss","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,2b5adf22-f8b1-4cfe-87e9-fe7ec1a1957e,"Long Toss Progression — Building Arm Strength Safely","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,e40632d7-5ffb-42e9-9652-bd9a49e68ff5,"Quick Hands Drill","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,84930859-7689-4f1f-a9ba-5e71b4991af9,"Quick Hands Quick Feet — Fast Transfer Drill","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,14e902d5-2cfc-47fc-8670-52a5b8942f45,"Rocker Drill","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,ffc26e2a-7801-42b7-b610-9a996527e638,"Square Hips / Hip Lock Drill — Hip-Shoulder Separation","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,b22aa9c8-7cd1-4dc0-bba3-c66b03396e21,"The Heel-Toe Drill — Front Foot Landing","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,03eab7d0-7e67-4143-91e5-b8e4e783014a,"The Rocker Drill — Hip Lead & Weight Shift","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,29ba52d6-4c87-40be-9c07-e0e760bf4cbc,"The Rocker Drill for Pitching","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,3cc99259-c968-4977-bd66-c168250a27b8,"Wall Ball","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,d873c9db-09cd-406c-b53b-fbd6d5033185,"Wall Ball Solo Drill — Partner-Free Mechanics Builder","Throwing",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,4NOo7JSK6eA,19,73c7c466-4de3-45a1-ad1b-bfc7100bb5a0,"Youth Pitching Mechanics — Complete Step-by-Step Breakdown","Pitching",https://www.youtube.com/watch?v=4NOo7JSK6eA,,,
P2,77r6mWAUecA,10,037c8a5a-327f-42cf-a2a1-bd550fed9e68,"High Tee","Hitting",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,ba88a3cd-b2ae-430b-bd5e-d06c53f58838,"High Tee Drill — Hitting Up in the Zone","Hitting",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,8f19ecd6-4892-46be-9f0c-b1aef17a86d6,"Knee Drill (Rotational Load)","Hitting",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,6759598d-9bfc-47b2-91f1-31c77fc97cb5,"Kneel-Down Throw — Isolating Upper Body and Wrist Snap","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,5b5b59e9-4906-4ba5-ad8b-1e9608041ef5,"Partner Catch","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,3a2f690d-095d-46ea-98e8-088a7a7ea7db,"Throwing Accuracy Race — Competitive Catch Under Pressure","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,530bc412-32f9-4d31-b892-f95ebced2514,"Throwing Progression","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,69d859e5-5214-4b2d-b42f-07fcc56ff519,"Throwing Progression for Youth Players — Knee, Hip, Full","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,77r6mWAUecA,10,d6a3170b-ec74-4e4f-96df-64fba2aed225,"Warm-Up Catch","Throwing",https://www.youtube.com/watch?v=77r6mWAUecA,,,
P2,YRAjMC5F4sg,10,02521925-f738-4f32-a8e5-cc2951732244,"10 Best Baseball Throwing Drills for Kids — Full Progression","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,3269f5db-7541-42a7-b085-0b209f0dd8a6,"Bullseye Challenge — Throwing Accuracy Competition","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,d4efaaad-808d-4e4f-8539-9c56c5c1835a,"Clean Up Crew — Fun Fielding-to-Throw Game","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,012241e0-c2ce-4a32-b037-39f90bd35437,"Extreme Catch — Progressive Distance Arm Builder","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,a663b235-d115-4a52-a9d4-b33ba37e0e2a,"Foul Line Throw — First Throw Introduction for Beginners","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,726384a7-dacf-440b-8b42-381843a01722,"Over-Under — Two Ways to Throw and Catch","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,YRAjMC5F4sg,10,50087451-2665-4c78-b968-ca56e9ceec3b,"Point-and-Go Glove Drill — Align Your Body to the Target","Throwing",https://www.youtube.com/watch?v=YRAjMC5F4sg,,,
P2,McHb2hXrTrE,9,45f3c274-4d4c-473f-bb3a-a74ecd64ef04,"Follow Through Drill","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,41ff62cc-fb54-4266-8d0c-083a1c341161,"Follow-Through Hold Drill — Finishing Strong","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,7d82c674-bbcf-44da-99cf-4c1a8e1c123f,"Knee Drill","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,94124e82-c8f2-411b-9daa-f0a1a176663e,"Kneel-Down (Wrist Snap) Drill — Release Point & Backspin","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,8219d6db-fbe4-4ee2-93e5-4b5ecd46b12c,"Must-Do Youth Pitching Drills for Beginners","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,f47eba7c-bf41-4e1a-8a65-882f6fdcb0b1,"Stride Direction Drill — Using a Chalk Line or Tape","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,6829d43b-3680-4524-bc97-16cb75d645a0,"Stride Drill","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,McHb2hXrTrE,9,77722605-74bc-44b8-9581-fdd1c7d9a4d3,"Wrist Snap Drill","Pitching",https://www.youtube.com/watch?v=McHb2hXrTrE,,,
P2,ImeXGqKYP7Y,8,7563acaf-50dc-4e28-b332-764a6a31c932,"9 Best Pitching Drills for Kids","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,868fa15d-bfde-4487-83af-d5b27e8962ba,"9 Best Pitching Drills for Kids — Full Progression","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,22aad66e-9d36-4b43-9d87-5b402d6621a0,"Balance Drill","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,a559ea0e-7d73-4920-905f-ccb86e117f4e,"Flamingo Balance Drill — Single-Leg Stability","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,1cf0e1cf-3ea6-4610-85ab-73cad0708d37,"Leg Lift Drill","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,93cf7e08-9bd0-48c3-a344-26e092c651e7,"Towel Drill — Arm Speed & Release Point","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,ImeXGqKYP7Y,8,efc92935-5d8b-48d1-b56a-ac965f0f3716,"Towel Snap Drill","Pitching",https://www.youtube.com/watch?v=ImeXGqKYP7Y,,,
P2,q7CPS0RYDPM,8,eec48dc4-af21-406e-95a2-9db5e22b7596,"Front Toss","Hitting",https://www.youtube.com/watch?v=q7CPS0RYDPM,,,
P2,q7CPS0RYDPM,8,38d1c493-6e09-4708-8cb7-7fab7eda189f,"How to Hit a Baseball Step by Step","Hitting",https://www.youtube.com/watch?v=q7CPS0RYDPM,,,
P2,q7CPS0RYDPM,8,bd106179-ca57-47ef-9e7e-5f8f235405b0,"Tee Drill","Hitting",https://www.youtube.com/watch?v=q7CPS0RYDPM,,,
P2,q7CPS0RYDPM,8,f5a6bed9-86d9-4578-85f9-8449c0fc1e33,"Two-Tee Drill — Contact at Different Heights","Hitting",https://www.youtube.com/watch?v=q7CPS0RYDPM,,,
P2,UeJpXF55kvs,8,abd7b4c8-d0a6-4ae5-ba4d-81b816da87c0,"7 Best Youth Baseball Hitting Drills","Hitting",https://www.youtube.com/watch?v=UeJpXF55kvs,,,
P2,UeJpXF55kvs,8,9e9405f3-80fb-4ad6-928c-e7749be5e0f6,"PVC Pipe Hip Rotation Drill","Hitting",https://www.youtube.com/watch?v=UeJpXF55kvs,,,
P2,UeJpXF55kvs,8,4483bfeb-19df-401b-97ce-6f97e527a99b,"Stance Drill","Hitting",https://www.youtube.com/watch?v=UeJpXF55kvs,,,
P2,3Xqb7j2BYTU,6,7bff401e-095e-447b-83e8-bc6cc750c85d,"Barry Larkin / Walk-Through Power Drill","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,3Xqb7j2BYTU,6,4fa59dec-86b0-46f7-bb31-f59382b1e9f4,"Bounce Toss / Angled Toss Drill","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,3Xqb7j2BYTU,6,26332028-2d32-4f42-817e-c8628f2bdbcd,"Catch and Crush Drill — Stay Closed","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,3Xqb7j2BYTU,6,a50f834a-2912-4b0d-9da2-e6856760b644,"Frisbee Drill — Hip Rotation & Finish","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,3Xqb7j2BYTU,6,5381544c-f5e5-4e30-a9e8-fe049a090a07,"Happy Gilmore / Walking Load Drill","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,3Xqb7j2BYTU,6,4148cfe0-4a27-4abc-a754-dcd5f2544f0e,"Shoulder Swings — Stay Short to the Ball","Hitting",https://www.youtube.com/watch?v=3Xqb7j2BYTU,,,
P2,9XkdpzNrswo,5,0e5e88b4-7b3c-4325-b658-179e638a8c24,"One Hand Drill","Hitting",https://www.youtube.com/watch?v=9XkdpzNrswo,,,
P2,9XkdpzNrswo,5,966c4b46-bc36-4589-9bce-ca0682e24c13,"One Hand Hitting Drill","Hitting",https://www.youtube.com/watch?v=9XkdpzNrswo,,,
P2,9XkdpzNrswo,5,09efef50-4077-4e64-80cc-e7d31a8aaa23,"One-Hand Tee Drill (Bottom Hand)","Hitting",https://www.youtube.com/watch?v=9XkdpzNrswo,,,
P2,gOE484Meo_o,4,0d6f53b2-ca7d-45ae-b0d2-eac1d8c13f9a,"10 Best Baseball Hitting Drills for Kids","Hitting",https://www.youtube.com/watch?v=gOE484Meo_o,,,
P2,gOE484Meo_o,4,ebd5359b-cccd-4249-b2d9-6e66987535eb,"10 Best Baseball Hitting Drills for Kids","Hitting",https://www.youtube.com/watch?v=gOE484Meo_o,,,
P2,gOE484Meo_o,4,6d491e2a-be0d-4c9a-94c4-6d66f6d6bfb8,"The Track and Catch Drill — Head on the Ball","Hitting",https://www.youtube.com/watch?v=gOE484Meo_o,,,
P2,gOE484Meo_o,4,ca7017e4-6fa1-4440-8d93-e08dd55eeaa8,"Two-Strike Hitting Adjustment Drill","Hitting",https://www.youtube.com/watch?v=gOE484Meo_o,,,
P2,5hYYRufn40s,3,32d3b75f-3d94-4048-b1e1-26a3d87e9449,"Base Running Athletic Circuit","Athletic Development",https://www.youtube.com/watch?v=5hYYRufn40s,,,
P2,5hYYRufn40s,3,ecf4c61b-0b8b-49bd-bbe5-697d42991d79,"Base Running Circuit","Baserunning",https://www.youtube.com/watch?v=5hYYRufn40s,,,
P2,5hYYRufn40s,3,f94e3f9c-0bd7-41a4-9479-c1ffcbaf5212,"Fundamentals of Hitting — Coach's Clinic","Hitting",https://www.youtube.com/watch?v=5hYYRufn40s,,,
P2,O7FHkj4EUpY,3,fe94a671-1d24-40fe-9771-4c7f5f708c14,"Soft Toss","Hitting",https://www.youtube.com/watch?v=O7FHkj4EUpY,,,
P2,O7FHkj4EUpY,3,d38bd8d0-2293-41ce-a97d-b5cb15f47fbc,"Soft Toss From the Side","Hitting",https://www.youtube.com/watch?v=O7FHkj4EUpY,,,
P2,pPx0lH8Kd3Y,3,f94e6efc-9146-469b-bee2-c46466d882aa,"Catch Drill","Throwing",https://www.youtube.com/watch?v=pPx0lH8Kd3Y,,,
P2,pPx0lH8Kd3Y,3,9a6f58a3-0172-47e6-b159-8eb98306f5ca,"Two Hand Catch","Throwing",https://www.youtube.com/watch?v=pPx0lH8Kd3Y,,,
P2,ZMuVnmUY2CI,3,ad6b8ea5-77db-4779-a08a-d59ae44bcdfc,"Crow Hop Drill","Throwing",https://www.youtube.com/watch?v=ZMuVnmUY2CI,,,
P2,hdyY3AoSkyk,2,1c406241-97b4-425d-8f16-89ade2dbbc22,"Bucket Drill — Stay in Your Legs","Hitting",https://www.youtube.com/watch?v=hdyY3AoSkyk,,,
P2,hdyY3AoSkyk,2,35a5e10e-9713-4887-ad07-030b421db06f,"Simple Base Running Drills for Youth Practice","Baserunning",https://www.youtube.com/watch?v=hdyY3AoSkyk,,,
P2,Hk9-ofX19Ig,2,23a37283-c85e-4564-a48a-eaad8a691f78,"How to Add Base Running Into Practice","Baserunning",https://www.youtube.com/watch?v=Hk9-ofX19Ig,,,
P3,_yEr3pFHQUA,1,aeae3e6a-487e-4f74-874d-edfeb83d3446,"The Move-'Em At-Bat — Advancing Runners","Hitting",https://www.youtube.com/watch?v=_yEr3pFHQUA,,,
P3,0Phvj-iyLcc,1,feb4908a-bcde-4744-9a56-010c49b01072,"The Catch Drill — Track & Read Pitches","Hitting",https://www.youtube.com/watch?v=0Phvj-iyLcc,,,
P3,3NqJh3hfYZc,1,0339e559-16cd-4912-94f6-a895ab8dc119,"5 Essential Hitting Drills for Youth Baseball","Hitting",https://www.youtube.com/watch?v=3NqJh3hfYZc,,,
P3,3QfepqKCWFo,1,1be09ab8-a1a3-45ca-945b-b7b26585c379,"Top 5 Catching Drills for 8U","Catching",https://www.youtube.com/watch?v=3QfepqKCWFo,,,
P3,5GY4nLILbi4,1,977c1fd1-12b0-42c6-8b8b-e3a90303e385,"Baseball Arm Stretches and Pre-Throwing Warm-Up","Arm Care",https://www.youtube.com/watch?v=5GY4nLILbi4,,,
P3,5q3b9m2ERho,1,7ae1f28a-6e16-4163-b481-1b89226397eb,"Infield/Outfield Priority Drill","Fielding (Fly Balls)",https://www.youtube.com/watch?v=5q3b9m2ERho,,,
P3,5Tq5EwiESHA,1,5c529012-7999-489d-90cb-4ccbeab94846,"How to Get a T-Baller to Catch a Ball","Catching",https://www.youtube.com/watch?v=5Tq5EwiESHA,,,
P3,6QIt-cYXL4s,1,2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef,"Second Baseman Flip/Throw Combo","Throwing",https://www.youtube.com/watch?v=6QIt-cYXL4s,,,
P3,7CbADt5veC0,1,0c9a28d6-8fcf-4000-82fa-a1216ed45916,"Flyball Communication Drill","Fielding (Fly Balls)",https://www.youtube.com/watch?v=7CbADt5veC0,,,
P3,8_6Ea45fL5s,1,6c655fff-6181-4b7b-b22b-e1401e2e1f27,"Stay Back — Beat the Changeup","Hitting",https://www.youtube.com/watch?v=8_6Ea45fL5s,,,
P3,8t_2jHXCdaI,1,31af2888-b541-479e-8a0f-78bcb528ea17,"Load to Launch Drill","Hitting",https://www.youtube.com/watch?v=8t_2jHXCdaI,,,
P3,95B1kSchurQ,1,d685834e-1b6a-45ad-b06a-d7cf63447eef,"First Base Fundamentals — Finding the Bag & the Stretch","Fielding (Infield)",https://www.youtube.com/watch?v=95B1kSchurQ,,,
P3,98cZlSjRkw8,1,b3534518-f0df-4f30-8378-0b7d084e5fb9,"Infield Throwing Drill","Fielding (Infield)",https://www.youtube.com/watch?v=98cZlSjRkw8,,,
P3,9CzbPIQfXmM,1,9d2b4035-6c2c-4ae2-891c-c617aee30d22,"Teaching the Changeup — Fastball Arm, Slower Ball","Pitching",https://www.youtube.com/watch?v=9CzbPIQfXmM,,,
P3,9EAbFFMBBGE,1,25b42f9f-7769-47ac-ad0e-f9140091660e,"The Lawnmower Drill — Arm Action & Wrist Snap","Pitching",https://www.youtube.com/watch?v=9EAbFFMBBGE,,,
P3,acYqNE9jRXI,1,adf1d78d-fbe5-417c-a2d0-5860e555b356,"The Best Youth Infield Drill","Fielding (Infield)",https://www.youtube.com/watch?v=acYqNE9jRXI,,,
P3,AeJ3RvgTgvM,1,e709ba50-5004-4e9c-a2b6-3abffa809e78,"Youth Baseball Catching Drills","Catching",https://www.youtube.com/watch?v=AeJ3RvgTgvM,,,
P3,bWt9YWZiJps,1,5357926b-8cb2-4ca4-86e7-ee389f6793d5,"How to Run the Bases — Pro Tips","Baserunning",https://www.youtube.com/watch?v=bWt9YWZiJps,,,
P3,CfnTD3DyEM0,1,f1bf25fb-0167-4b61-b196-675b2ba14280,"Don't Dump the Barrel","Hitting",https://www.youtube.com/watch?v=CfnTD3DyEM0,,,
P3,cltDRzlLm44,1,663dc298-e5f2-4ea8-9d6d-6812e652cf28,"Fun Baseball Throwing Drill","Throwing",https://www.youtube.com/watch?v=cltDRzlLm44,,,
P3,cV8Ivq0XcJA,1,2da70c16-18d3-4b63-8eca-12804ac048ea,"Calm Rundowns — Push Back, Follow Your Throw","Team Defense",https://www.youtube.com/watch?v=cV8Ivq0XcJA,,,
P3,e_8zNKXz_FQ,1,6594d761-ce0b-4f2b-b72f-1f19fdb6574c,"How to Catch a Fly Ball With Confidence","Fielding (Fly Balls)",https://www.youtube.com/watch?v=e_8zNKXz_FQ,,,
P3,e_q6AWdgabQ,1,282be624-51e9-4a06-ab37-7646b0a3da8b,"Sliding Practice Stations","Baserunning",https://www.youtube.com/watch?v=e_q6AWdgabQ,,,
P3,Elzjz_qhLM4,1,2d15c6de-d4a9-414a-9755-533140dd68b0,"Three-Ball Slow Roller Drill","Fielding (Infield)",https://www.youtube.com/watch?v=Elzjz_qhLM4,,,
P3,eQCF2jZiU5M,1,babe5481-655c-4c2e-9985-2465937c1067,"Blocking the Right Way — Technique to Reaction Reps","Catching",https://www.youtube.com/watch?v=eQCF2jZiU5M,,,
P3,EunHAooYktE,1,b67499b8-314b-415f-a789-c0b90f1f9a3f,"Post-Throwing Recovery Routine","Arm Care",https://www.youtube.com/watch?v=EunHAooYktE,,,
P3,Ey7Yr_zDgSI,1,270f1772-259d-4a05-8376-6b993d20137b,"Three Drill Progression","Fielding (Infield)",https://www.youtube.com/watch?v=Ey7Yr_zDgSI,,,
P3,EZtJ9JNPE2k,1,f0c8b459-6bb1-499b-8fae-3969e7917846,"3 Simple Fielding Drills for Youth Players","Fielding (Infield)",https://www.youtube.com/watch?v=EZtJ9JNPE2k,,,
P3,F0MwVYtimb8,1,971dccd3-bc0f-4043-9e2d-3417fc6f7361,"Double-Play Feeds & Turns","Fielding (Infield)",https://www.youtube.com/watch?v=F0MwVYtimb8,,,
P3,fSTmvPm_77I,1,781605ce-10f5-400c-b7e2-6243915b5da2,"Four Cones Ground Ball Drill","Fielding (Infield)",https://www.youtube.com/watch?v=fSTmvPm_77I,,,
P3,h_mEnVPL6Qg,1,b610bf25-fbc7-46e3-9c8a-16e07224bf70,"Bent-Leg Slide Basics — The Right Way to Slide","Baserunning",https://www.youtube.com/watch?v=h_mEnVPL6Qg,,,
P3,hMdoQ94UxCE,1,c345c3a1-bda3-43f7-b6f3-16e77432ab83,"Figure Eight Infield Drill","Fielding (Infield)",https://www.youtube.com/watch?v=hMdoQ94UxCE,,,
P3,I5KNd4H_b4Q,1,fac499f5-7d4b-49b2-a924-55c97a96eeef,"Sunflower Seed Soft Toss","Soft Toss",https://www.youtube.com/watch?v=I5KNd4H_b4Q,,,
P3,IEk4QipiFTY,1,2f5901d2-ed57-4f6b-9dcc-6d1dc6110ef9,"Daily Backhand Series","Fielding (Infield)",https://www.youtube.com/watch?v=IEk4QipiFTY,,,
P3,iKX-qxQ1X5g,1,874e0c3a-14d6-4edd-beed-e943c1373d6d,"High Tee Drill","Hitting",https://www.youtube.com/watch?v=iKX-qxQ1X5g,,,
P3,iUdI35veg5E,1,daea5efc-42ce-4a83-9f07-a867dd6fbddd,"Do-or-Die Charge & Throw","Fielding (Fly Balls)",https://www.youtube.com/watch?v=iUdI35veg5E,,,
P3,iZK-Rtp1bv4,1,4106c25c-beeb-4d11-b1aa-eb9aa85978ae,"Pro Base-Stealing Package — Leads, Reads & Jumps","Baserunning",https://www.youtube.com/watch?v=iZK-Rtp1bv4,,,
P3,JBGAGVgHLq0,1,ab8f57ca-ebf4-49b7-8f08-e62e5dd54a3f,"Dynamic Warm-Up with Arm Stretches","Warmup",https://www.youtube.com/watch?v=JBGAGVgHLq0,,,
P3,JDRg2nvAwqU,1,e7bd95b6-d491-49e2-a383-7fc381e7b0ce,"Youth Receiving Foundations — Quiet Glove & Soft Hands","Catching",https://www.youtube.com/watch?v=JDRg2nvAwqU,,,
