media_resource_id,drill_id,canonical_drill_name,skill_category,drills_on_this_video,is_compilation,drill_schedulable,source_video_id,source_url,title,channel_or_source,duration_seconds,chapter_data_available,transcript_available,description_timestamps_available,current_start_seconds,proposed_start_seconds,proposed_end_seconds,evidence_type,evidence_note,confidence,verification_status,needs_manual_review
4f5803c6-2dfc-4aa3-8bfa-ccd351e6567e,cf56cda8-d397-4ed7-873b-560b78d6473e,The Swing Shuffle Drill — Momentum & Rhythm,Pitching,19,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,,Dan Blewett,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
0c8281e8-7e8d-4879-a967-768494199572,3cc99259-c968-4977-bd66-c168250a27b8,Wall Ball,Throwing,19,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,,Dan Blewett,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
45896a1b-0166-41f2-b490-09460d8205a2,d873c9db-09cd-406c-b53b-fbd6d5033185,Wall Ball Solo Drill — Partner-Free Mechanics Builder,Throwing,19,yes,yes,4NOo7JSK6eA,https://www.youtube.com/watch?v=4NOo7JSK6eA,,Dan Blewett,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
5cd4d7d3-8792-4ef7-9743-47a00cc95cf3,3269f5db-7541-42a7-b085-0b209f0dd8a6,Bullseye Challenge — Throwing Accuracy Competition,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
88b1319b-e839-4b6d-9530-60cb8b52c947,d4efaaad-808d-4e4f-8539-9c56c5c1835a,Clean Up Crew — Fun Fielding-to-Throw Game,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
8c647403-63f9-4d57-881c-f102c9d4ed94,012241e0-c2ce-4a32-b037-39f90bd35437,Extreme Catch — Progressive Distance Arm Builder,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
a0675560-75a4-4ab2-8bd2-4203cdda301a,a663b235-d115-4a52-a9d4-b33ba37e0e2a,Foul Line Throw — First Throw Introduction for Beginners,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
2e360052-653a-44df-96b0-e0abcc0b6da4,037c8a5a-327f-42cf-a2a1-bd550fed9e68,High Tee,Hitting,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
60f6dd79-dbe6-4250-afad-91505260c3f5,ba88a3cd-b2ae-430b-bd5e-d06c53f58838,High Tee Drill — Hitting Up in the Zone,Hitting,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
d75dc5da-81d8-4d37-bac5-0c15da3fed2c,8f19ecd6-4892-46be-9f0c-b1aef17a86d6,Knee Drill (Rotational Load),Hitting,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
2107204c-b748-4da2-872f-0899245bc694,6759598d-9bfc-47b2-91f1-31c77fc97cb5,Kneel-Down Throw — Isolating Upper Body and Wrist Snap,Throwing,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
e5eb5ae0-6087-4b86-8280-c41603df2581,726384a7-dacf-440b-8b42-381843a01722,Over-Under — Two Ways to Throw and Catch,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1c1024fe-eb1f-44e0-ba27-d3a71a2d7ee2,5b5b59e9-4906-4ba5-ad8b-1e9608041ef5,Partner Catch,Throwing,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1ed618ff-04a5-4800-bdf5-5ddfe9a78187,50087451-2665-4c78-b968-ca56e9ceec3b,Point-and-Go Glove Drill — Align Your Body to the Target,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
40e2f24d-d3c2-4989-9985-8ec02cf861d9,f1e620a8-1016-4097-b104-502ddcab967a,Selfies Solo Rebounder — Build Reps Without a Partner,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
f8eef03b-8fd6-4d0c-a558-37406c78961d,0200c065-9f6f-4a76-bd9a-22e46141a6ce,The Ankle Eye Drill — Footwork Foundation,Throwing,10,yes,yes,YRAjMC5F4sg,https://www.youtube.com/watch?v=YRAjMC5F4sg,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
ef6980b2-4208-4afc-84e6-8345c56dc750,3a2f690d-095d-46ea-98e8-088a7a7ea7db,Throwing Accuracy Race — Competitive Catch Under Pressure,Throwing,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
c77e4012-f6a8-4e68-be21-e9f2078e08ce,69d859e5-5214-4b2d-b42f-07fcc56ff519,"Throwing Progression for Youth Players — Knee, Hip, Full",Throwing,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
bf688282-99a6-4a6e-9d7d-2fe6516c3165,d6a3170b-ec74-4e4f-96df-64fba2aed225,Warm-Up Catch,Throwing,10,yes,yes,77r6mWAUecA,https://www.youtube.com/watch?v=77r6mWAUecA,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
8174212a-06c2-41b9-a994-91b69fb44876,253fee8d-d86f-497b-83db-44e622fb0a2d,4-Part Windup Drill — Breaking Down the Delivery,Pitching,9,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,,ARM Pitching Development,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
e2440165-a31e-4833-93d6-bd947b09ed1d,41ff62cc-fb54-4266-8d0c-083a1c341161,Follow-Through Hold Drill — Finishing Strong,Pitching,9,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,,ARM Pitching Development,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
29abd95b-81af-456d-9e44-8793c519a66c,94124e82-c8f2-411b-9daa-f0a1a176663e,Kneel-Down (Wrist Snap) Drill — Release Point & Backspin,Pitching,9,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,,ARM Pitching Development,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
9590bfeb-b70e-40fa-8591-9cbb0002e3e6,f47eba7c-bf41-4e1a-8a65-882f6fdcb0b1,Stride Direction Drill — Using a Chalk Line or Tape,Pitching,9,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,,ARM Pitching Development,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
8c51fc42-93f4-405f-9901-498696f84f9c,77722605-74bc-44b8-9581-fdd1c7d9a4d3,Wrist Snap Drill,Pitching,9,yes,yes,McHb2hXrTrE,https://www.youtube.com/watch?v=McHb2hXrTrE,,ARM Pitching Development,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
ae2ef6de-7b48-469c-b850-4b596514b386,a54d536f-e4f0-4dd5-91d2-d007bd274250,Balance Point Drill — Leg Lift & Pause,Pitching,8,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
3c2341c5-92dc-4af1-9b39-462966c55ff5,a559ea0e-7d73-4920-905f-ccb86e117f4e,Flamingo Balance Drill — Single-Leg Stability,Pitching,8,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
18cfd146-aa64-4a02-b715-157b7b3dd44b,eec48dc4-af21-406e-95a2-9db5e22b7596,Front Toss,Hitting,8,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
e8b2ac74-90d8-4392-a0f1-095c9459bfc6,7a2a344c-b2d7-4bf6-b0a2-e1dec8d835ab,Line Drive Pro / Visual Feedback Swing Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
25842b8e-3571-4ff1-84cd-94fd0ae31daf,e597ce36-5625-42f2-a378-30052499bb18,Low Tee,Hitting,8,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
5dfafe5a-84ff-42dd-badd-7255379f6194,ee6aa905-1e2c-4f96-8eff-4dc22fc01d4f,Mini Wiffle Ball & Skinny Bat Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1169ba4b-c38b-4adf-8557-c8ac2665c6d8,9e9405f3-80fb-4ad6-928c-e7749be5e0f6,PVC Pipe Hip Rotation Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
67075ae3-b527-407a-aacb-33f920aae351,252404f0-38c3-481f-a18b-f7ce0262903f,Stance & Athletic Position Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
dff993da-2c98-4434-b559-89dee9b5a6cb,f35c8a06-d0e9-4a8b-ac8a-efffb204f026,Stride Pause to Stride Swing Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
ff25291a-f345-4dbe-aa81-9e5e23fdb422,6a2c9dc7-f08c-47fd-9a08-f9e117f466cb,Tee Work,Hitting,8,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1546d964-2e39-4093-be14-1fb80661a114,9300e679-69a7-4757-b74d-172103654860,Tee Work — Ball Out In Front,Hitting,8,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
dfcb346b-48bc-43fd-aa74-f25e9b65b559,ac27e607-b52e-4865-8240-5a9b7795a410,The Swing Rail / Stay Inside the Ball Drill,Hitting,8,yes,yes,UeJpXF55kvs,https://www.youtube.com/watch?v=UeJpXF55kvs,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1a10a1af-8b9b-4160-a4fc-785aa5970785,93cf7e08-9bd0-48c3-a344-26e092c651e7,Towel Drill — Arm Speed & Release Point,Pitching,8,yes,yes,ImeXGqKYP7Y,https://www.youtube.com/watch?v=ImeXGqKYP7Y,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
27c2515c-d631-4c46-884e-a3bfde7271f5,f5a6bed9-86d9-4578-85f9-8449c0fc1e33,Two-Tee Drill — Contact at Different Heights,Hitting,8,yes,yes,q7CPS0RYDPM,https://www.youtube.com/watch?v=q7CPS0RYDPM,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
b059ce86-e5cd-4d6b-a8b5-167ed33a8c81,7bff401e-095e-447b-83e8-bc6cc750c85d,Barry Larkin / Walk-Through Power Drill,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
da7241c3-e2b2-483d-8b46-2d84ef717e10,4fa59dec-86b0-46f7-bb31-f59382b1e9f4,Bounce Toss / Angled Toss Drill,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
3b04679f-8362-4237-ace0-317b3cf2efa4,26332028-2d32-4f42-817e-c8628f2bdbcd,Catch and Crush Drill — Stay Closed,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
fdb8dca0-6b4f-4d49-9702-6d70614abe78,a50f834a-2912-4b0d-9da2-e6856760b644,Frisbee Drill — Hip Rotation & Finish,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
eaae2706-47d4-44bf-b247-d92941c10997,5381544c-f5e5-4e30-a9e8-fe049a090a07,Happy Gilmore / Walking Load Drill,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
b09e2e4f-3315-4890-a9ef-8a8760dbf8cf,4148cfe0-4a27-4abc-a754-dcd5f2544f0e,Shoulder Swings — Stay Short to the Ball,Hitting,6,yes,yes,3Xqb7j2BYTU,https://www.youtube.com/watch?v=3Xqb7j2BYTU,,YouGoProBaseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
d8478541-db19-47c8-9e64-ff02bfabd41f,55afb864-a8b0-496c-9b08-3e6805c7902d,Inside-Out Swing Drill (Fence Drill),Hitting,5,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,,Ripken Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
1f118739-b633-4b86-a3af-fce67da480b2,0e5e88b4-7b3c-4325-b658-179e638a8c24,One Hand Drill,Hitting,5,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,,Ripken Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
04d12744-5582-45f8-9e1c-81510aefacfc,09efef50-4077-4e64-80cc-e7d31a8aaa23,One-Hand Tee Drill (Bottom Hand),Hitting,5,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,,Ripken Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
f0b4dfd6-e40b-423c-a893-8324b43867d3,0ddcfd4a-2520-4d3a-ae98-b647bf07c49b,One-Hand Tee Drill (Top Hand),Hitting,5,yes,yes,9XkdpzNrswo,https://www.youtube.com/watch?v=9XkdpzNrswo,,Ripken Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
dd9438fb-282c-403e-8181-b713c2d9e87e,6d491e2a-be0d-4c9a-94c4-6d66f6d6bfb8,The Track and Catch Drill — Head on the Ball,Hitting,4,yes,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
4492ce97-68fa-4676-8ba7-4e49275a2dc0,ca7017e4-6fa1-4440-8d93-e08dd55eeaa8,Two-Strike Hitting Adjustment Drill,Hitting,4,yes,yes,gOE484Meo_o,https://www.youtube.com/watch?v=gOE484Meo_o,,YouGotMOJO,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
e5626714-a0a4-4cd3-bde4-7b6338ae49d1,32d3b75f-3d94-4048-b1e1-26a3d87e9449,Base Running Athletic Circuit,Athletic Development,3,yes,yes,5hYYRufn40s,https://www.youtube.com/watch?v=5hYYRufn40s,,ZONEDSportsAcademy,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
92b76bd8-bc9b-4ccc-ae70-d6db226f8e3d,ecf4c61b-0b8b-49bd-bbe5-697d42991d79,Base Running Circuit,Baserunning,3,yes,yes,5hYYRufn40s,https://www.youtube.com/watch?v=5hYYRufn40s,,Coach's Clinic,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
d7881758-6a10-46ad-8649-93c5496cd65b,73f5fef2-af64-4577-998d-da854cebb0cf,Crow Hop — Arm Strength and Outfield Throwing,Throwing,3,yes,yes,ZMuVnmUY2CI,https://www.youtube.com/watch?v=ZMuVnmUY2CI,,Ultimate Baseball Training,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
85377f70-e6e4-45b3-ba29-52295c7d2aea,09b8ebeb-a43d-40db-b1ae-eaa44e48f82c,EASY Baseball Catch Drill — First Catch Fundamentals,Throwing,3,yes,yes,pPx0lH8Kd3Y,https://www.youtube.com/watch?v=pPx0lH8Kd3Y,,Bay Island Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
8a2b04c0-0a45-4aba-9f54-a13865b4ab49,fe94a671-1d24-40fe-9771-4c7f5f708c14,Soft Toss,Hitting,3,yes,yes,O7FHkj4EUpY,https://www.youtube.com/watch?v=O7FHkj4EUpY,,Ripken Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
360c28e8-a404-4b9c-b0c9-9875ca0686cf,9a6f58a3-0172-47e6-b159-8eb98306f5ca,Two Hand Catch,Throwing,3,yes,yes,pPx0lH8Kd3Y,https://www.youtube.com/watch?v=pPx0lH8Kd3Y,,Bay Island Baseball,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
c06a63ee-f375-4dea-97a5-3cc26198e7d4,1c406241-97b4-425d-8f16-89ade2dbbc22,Bucket Drill — Stay in Your Legs,Hitting,2,yes,yes,hdyY3AoSkyk,https://www.youtube.com/watch?v=hdyY3AoSkyk,,Dominate the Diamond,,no,no,no,,,,none,youtube.com unreachable — connect_rejected: gateway answered 403 to CONNECT (policy denial or upstream failure),none,unverified,yes
