# What to do about each curated drill that maps to no problem in problem_taxonomy.
#
# 35 rows map to nothing. That is not automatically wrong: a source collection
# and a teaching-content row are not offered to a coach as something to run, so
# a mapping on one is dead weight that only makes the coverage numbers look
# better than they are. Those are NO_MAPPING_NEEDED on purpose.
#
# What is left is the schedulable rows, and the rule for those is the standing
# drill-audit instruction: only add a mapping when the activity CLEARLY
# addresses an existing problem. Inventing a loose fit to make a count go up is
# how a prescription engine starts recommending a fielding drill for a hitting
# complaint.
#
# Columns, tab-separated:
#   drill_id  action  problem_slug  confidence  rationale
#
# action is ADD_MAPPING, NO_MAPPING_NEEDED or REVIEW.
# A drill needing two mappings gets two lines.
#
# ── demoted rows: nothing to prescribe, so nothing to map ────────────────────
0997fc64-a8e8-44b1-995c-3aa1e0291a99	ADD_MAPPING	lunging	high	Staged specifically so the weight loads into the back hip instead of drifting forward with the stride.
1f64a6c2-11bd-40d4-a45d-ae028f83db91	ADD_MAPPING	late-timing	medium	Trains seeing rather than pre-deciding, which is the root of guess-hitting. Medium because the drill deliberately makes contact later before it makes it better.
4cd55f36-4ac8-447a-9633-936c9b1f6c22	ADD_MAPPING	casting	high	The no-stride setup removes every excuse but bat path, which is what casting is.
4cd55f36-4ac8-447a-9633-936c9b1f6c22	ADD_MAPPING	lunging	high	The wide already-strided stance makes drifting forward physically impossible.
fac499f5-7d4b-49b2-a924-55c97a96eeef	ADD_MAPPING	pulling-head	high	A seed is small enough that only a still head connects with it; head position is the graded marker.
663dc298-e5f2-4ea8-9d6d-6812e652cf28	ADD_MAPPING	inaccurate-throws	high	Scored purely on whether the throw hit a target.
4e1975e2-eb6b-49a8-9d29-0b9d0afd2f68	ADD_MAPPING	throwing-mechanics	high	Three named mechanical steps — grip, glove, step — practised in sets.
2ac95ee1-db4f-4ab1-b2ec-569a5419b6ef	ADD_MAPPING	slow-transfer	high	The underhand flip is the fastest way to get rid of the ball at short range and is half the drill.
#
# ── schedulable, but no existing problem fits ────────────────────────────────
ba7e4b8c-ad36-45bd-9b63-b7b354b9d43d	REVIEW		low	Freeze at Extension trains the finish of the swing. No problem in the taxonomy describes an incomplete finish, and the nearest — barring-arm — is about the front arm locking EARLY, which this drill could arguably reinforce rather than fix. Adding a mapping here would be guessing, and guessing wrong would prescribe it to exactly the wrong hitter.
